"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT4030017","ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Emilia centrale","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4030021","ENTI GESTORI: Comune di Reggio Emilia   - Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040001","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia centrale - Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040004","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia centrale - Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040006","ENTE GESTORE: Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040010","ENTE GESTORE: Comune di Nonantola","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040011","ENTE GESTORE: Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4040017","ENTE GESTORE: Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4050003","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia orientale - Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4050012","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Emilia orientale - Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4050023","ENTE GESTORE: Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4050028","ENTE GESTORE: Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT6030008","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030012","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione  del SIC e ZPS IT6030012 ""Tevere Farfa""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030049","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040004","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione  del SIC  IT6040004 ""Bosco Polverino""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040015","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6050014","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT7110075","Ente Parco Naturale Regionale Sirente-Velino","","","","","P","","","","","","",""
"IT7110088","Comune di Oricola","","","","","P","","","","","","",""
"IT7110089","Amministarzione Comunale di Carsoli","","","","","P","","","","","","",""
"IT7110097","Comune di Popoli","","","","","P","","","","","","",""
"IT7120022","Comune di Isola del Gran Sasso","","","","","P","","","","","","",""
"IT7120132","Ente Parco nazionale d'Abruzzo, Lazio e Molise","","","","","P","","","","","","",""
"IT7130105","Comunità Montana della Majella e del Morrone","","","","","P","","","","","","",""
"IT7212125","Regione Molise","","","","","P","","","","","","",""
"IT7222109","Regione Molise","","","","","P","","","","","","",""
"IT7222215","Regione Molise","","","","","P","","","","","","",""
"IT8010018","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8020009","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8020015","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030017","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030027","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040018","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050020","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT9110027","Regione Puglia","","","","","N","","","","","","",""
"IT9110038","Regione Puglia","","D.G.R. n. 347 del 10.02.2010","Piano di Gestione del SIC/ZPS Zone Umide della Capitanata","www.regione.puglia.it","Y","","","","","","",""
"IT9150005","Regione Puglia","","","","","N","","","","","","",""
"IT9150034","Regione Puglia","","","","","N","","","","","","",""
"IT9210110","","","DGR 951/2012 http://www.retecologicabasilicata.it/ambiente/site/portal/detail.jsp?sec=107282&otype=1012&id=10116","","","N","","","","","","",""
"IT9210180","","","","","","P","","","","","","",""
"IT9210190","","","DGR 951/2012 http://www.retecologicabasilicata.it/ambiente/site/portal/detail.jsp?sec=107282&otype=1012&id=10116","","","N","","","","","","",""
"IT9210205","","","","","","P","","","","","","",""
"IT9220130","REGIONE BASILICATA","","DGR 30/2012 http://www.retecologicabasilicata.it/ambiente/site/portal/detail.jsp?sec=107282&otype=1012&id=10116","","","N","","","","","","",""
"IT9310002","Ente Parco Nazionale del Pollino","ente@parcopollino.it","in preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310003","Ente Parco Nazionale del Pollino","ente@parcopollino.it","in preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310042","Provincia di Cosenza","info@provincia.cs.it","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza. ","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310043","Provincia di Cosenza","info@provincia.cs.it","da proporre","AA.VV., 2007. Piano di gestione dei Siti Di Importanza Comunitaria (Sic), Nazionale (SIN) e Regionale (SIR) della rete “Natura 2000” nella Provincia di Cosenza. Provincia di Cosenza.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310061","Provincia di Cosenza","info@provincia.cs.it","In preparazione da parte della Comunità Montana Media Valle Crati che ha proposto il ""Parco Naturale Media Valle Crati""","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza.  ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9310069","Il settore silano è gestito dal Parco Nazionale della Sila Il settore dell'Aspromonte dal Parco Nazionale dell'Aspromonte","","MISURE DI CONSERVAZIONE PER I SITI NATURA 2000 INCLUSI NEL PARCO NAZIONALE DELLA SILA - Parco Nazionale della Sila. Luglio 2010. (per il settore Silano)","","","N","","","","","","",""
"IT9320185","Provincia di Catanzaro","","Da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro – Relazioni e allegati cartografici. Provincia di Catanzaro.","","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
"IT9320302","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","","","","P","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9330088","Provincia di Catanzaro","","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro – Relazioni e allegati cartografici. Provincia di Catanzaro, 2007. ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
"IT9330107","Provincia di Catanzaro","","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro. Provincia di Catanzaro.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
"IT9340086","WWF- Associazione italiana per il World Wild Life Found, in base alla convenzione stipulata con il Consorzio di Bonifica della Piana di S. Eufemia (1986).","lagoangitola@wwf.it","Divieto di caccia e pesca. Previsti: rimboschimento con essenze autoctone, sentieri naturalistici, centro visite, capanni di osservazione, materiale illustrativo.","Per la parte ricadente all'esterno del Parco Regionale delle Serre è stato redatto il PdG dalla Provincia di Reggio Calabria: Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Ca","","Y","","","","","","",""
"IT9350144","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=250&Itemid=100","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350148","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350152","Ente Parco Nazionale dell’Aspromonte","info.posta@parcoaspromonte.gov.it","in preparazione","","","N","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350162","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","http://","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350176","Ente Parco Nazionale dell’Aspromonte","info.posta@parcoaspromonte.gov.it","in preparazione per il settore all'interno del parco","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007","","Y","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350176","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","in preparazione per il settore all'interno del parco","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350181","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"ITA010019","","","","Piano di gestione Isola di Pantelleria decreto n. 535 del 04/08/2010","","Y","","","","","","",""
"ITA010023","","","","Piano di gestione Monti di Trapani decreto n. 347 del 24/06/2010","","Y","","","","","","",""
"ITA020001","","","","Piano di gestione Monti Madonie decreto n.183 del 22/03/2012","","Y","","","","","","",""
"ITA020027","","","","Piano di gestione approvato con prescrizione Monti di Palermo e Valle del Fiume Oreto decreto n. 602 del 26/06/2009","","Y","","","","","","",""
"ITA020047","Capitaneria di Porto di Palermo - ente gestore pro tempore","","","","","N","","","","","","",""
"ITA030035","Parco regionale dei Nebrodi","","","Piano di gestione Monti Nebrodi decreto n. 883 del 25/11/2011","","Y","","","","","","",""
"ITA030039","","","Ente Parco dei Nebrodi","Piano di gestione Monti Nebrodi decreto n. 883 del 25/11/2011","","Y","","","","","","",""
"ITA040006","","","","Piano di gestione Monti Sicani decreto n. 346 del 24/06/2010","","Y","","","","","","",""
"ITA070002","","","","Piano di gestione La Gurna e Fiume Fiumefreddo decreto n. 417 del 17/06/2011","","Y","","","","","","",""
"ITA070024","","","","Piano di gestione approvato con prescrizione Monte Etna decreto n. 670 del 30/06/2009","","Y","","","","","","",""
"ITA080003","Provincia Regionale di Ragusa","","","Piano di gestione Vallata del F. Ippari (pineta di Vittoria) decreto n. 331 del 24/5/2011 ","","Y","","","","","","",""
"ITA080007","","","","Piano di gestione Residui dunali della Sicilia sud orientale decreto n. 332 del 24/5/2011 ","","Y","","","","","","",""
"ITA090005","","","","Piano di gestione approvato con prescrizione Pantani della Sicilia sud-orientale decreto n. 673 del 30/06/2009","","Y","","","","","","",""
"ITA090008","","","","Piano di gestione approvato con prescrizione Capo Murro di porco, Penisola della Maddalena e Grotta Pellegrino decreto n. 679 del 30/06/2009","","Y","","","","","","",""
"ITA090014","","","","Piano di gestione approvato con prescrizione Saline della Sicilia orientale decreto n. 678 del 30/06/2009","","Y","","","","","","",""
"ITA090027","","","","","","N","","","","","","",""
"ITB012212","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Progetto Regionale per la tutela dei chirotteri nella Grotta Sa Rocca Ulari (Borutta), mediante installazione di cancelli, limiti all’accesso e azione di sensibilizzazione.","","","N","","","","","","",""
"ITB013011","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB034004","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB040051","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB040051 ""Bruncu de Su Monte Moru - Geremeas (Mari Pintau)"" approvato con Decreto Regionale n. 16  del 28/02/2008. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","Piano di Gestione del SIC ITB040051 ""Bruncu de Su Monte Moru - Geremeas (Mari Pintau)"" approvato con Decreto Regionale n. 16  del 28/02/2008. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","Y","","","","","","",""
"ITB042220","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB042220 ""Serra is Tres Portus (Sant'Antioco)"" approvato con Decreto Regionale n. 67 del 30/07/2008,. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","Piano di Gestione del SIC ITB042220 ""Serra is Tres Portus (Sant'Antioco)"" approvato con Decreto Regionale n. 67 del 30/07/2008,. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673","Y","","","","","","",""
"ITB042231","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB042231 ""Tra Forte Village e Perla Marina"" approvato con Decreto Regionale n. 10 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","Piano di Gestione del SIC ITB042231 ""Tra Forte Village e Perla Marina"" approvato con Decreto Regionale n. 10 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","Y","","","","","","",""
"IT5170008","","","","","","N","","","","","","",""
"IT5180015","","","","","","N","","","","","","",""
"IT51A0002","","","","","","N","","","","","","",""
"IT5210005","Regione Umbria","","","DGR N. 344/2012","","Y","","","","","","",""
"IT5210042","Regione Umbria","","","DGR N. 175/2013","","Y","","","","","","",""
"IT5210059","Regione Umbria","","","DGR N. 1277/2012","","Y","","","","","","",""
"IT5330006","Ente Parco Nazionale dei Monti Sibillini","parco@sibillini.net","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a:- http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Dal Monte Sibilla al Monte Argentella"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Piazza del Forno, 1 (62039) Visso Tel. 0737.972711, fax 0737.972707"
"IT5330019","Per il territorio del SIC compreso in quello dell'Unione montana Ambito 4: Ambito n. 4 - Unione montana Alte Valli del Potenza e dell’ Esino ","umpotenzaesino@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Piani di Montelago"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Viale Mazzini, 29 (62027) San Severino Marche  Tel. 0733.637245 - 0733.637246 - 0733.637247, fax 0733.634411 "
"IT5330019","Per il territorio del SIC compreso in quello dell'Unione montana Ambito 5: Ambito n.5 - Unione montana Marca di Camerino","cm.camerino@emarche.it","Sono in vigore:  1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf- http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Piani di Montelago"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Via Venanzio Varano, 2 (62032) Camerino Tel. 0737.61751, fax 0737.6175201"
"IT5330027","Per il territorio della ZPS compreso in quello dell'Unione montana Ambito 5: Ambito n.5 - Unione montana Marca di Camerino ","cm.camerino@emarche.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Gola di S.Eustachio"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Via Venanzio Varano, 2 (62032) Camerino Tel. 0737.61751, fax 0737.6175201"
"IT5330027","Per il territorio della ZPS compreso in quello dell'Unione montana Ambito 6: Ambito n.6 - Unione montana Monti Azzurri ","montiazzurri@pec.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Gola di S.Eustachio"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Via Piave, 12 (62026) San Ginesio Tel. 0733.656336,  fax  0733.656429"
"IT5330027","Per il territorio della ZPS compreso in quello dell'Unione montana Ambito 4: Ambito n. 4 - Unione montana Alte Valli del Potenza e dell’ Esino ","umpotenzaesino@emarche.it","Sono in vigore: 1) Misure di conservazione generali consultabili linkando a: - http://www.norme.marche.it/Delibere/2008/DGR1471_08.pdf - http://www.norme.marche.it/Delibere/2009/DGR1036_09.pdf2)Si segnala inoltre la presenza dell'area floristica ""Gola di S.Eustachio"" istituita ai sensi dell'articolo 7 della L.R. 52/1974 il quale dispone che in questa area, soggetta a tutela in quanto presenti specie floristiche rare o in via di estinzione, sia proibita la raccolta, la estirpazione o il danneggiamento di tutte le piante spontanee. Sono comunque consentite le normali pratiche colturali nonché, negli incolti produttivi, il pascolo e la fienagione.Il file shape del perimetro dell'area floristica può essere scaricato linkando a:- http://www.ambiente.marche.it/Ambiente/Natura/Infrastrutturaverde/Areefloristiche/Cartografia.aspx","","","P","","","","","","","Viale Mazzini, 29 (62027) San Severino Marche  Tel. 0733.637245 - 0733.637246 - 0733.637247, fax 0733.634411 "
"IT6000017","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6010011","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione SIC/ZPS IT6010011 ""Caldera di Latera""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6010018","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piani di Gestione dei SIC terrestri IT6010018 ""Litorale a NW delle Foci del Fiora"" e IT6010019 ""Pian dei Cangani""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020001","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione del proposto SIC  “Piano dei Pantani – IT6020001”","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6020008","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale dle Tintoretto, 432 - 00142 Roma"
"IT6020021","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione dei proposti Siti di Interesse Comunitario IT6020020 Monti della Duchessa (area sommitale) IT6020021 Monte Duchessa (Vallone Cieco e Bosco Cartore) e della Zona di Protezione Speciale IT6020046 Riserva Naturale “Montagne della Duchessa”","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT3120066","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","in preparazione","","P","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120074","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120076","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120084","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120092","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120094","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120096","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120100","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
